IngID,ingredient,frequency,generic_name,wikilink,wikiimage,FlavorDB_Category,Dietrx_Category,Flavor_DB_Link,flavordb_id,Diet_rx_link
1313,sparkling water,51,Carbonated Water,https://en.wikipedia.org/wiki/Carbonated_water,https://upload.wikimedia.org/wikipedia/commons/thumb/0/09/Trinkwasserbesprudler.jpg/440px-Trinkwasserbesprudler.jpg,,Beverage,Water~https://cosylab.iiitd.edu.in/flavordb/entity_details?id=794,794,
1314,alfalfa sprout,50,Alfalfa,https://en.wikipedia.org/wiki/Alfalfa,https://upload.wikimedia.org/wikipedia/commons/thumb/e/eb/75_Medicago_sativa_L.jpg/440px-75_Medicago_sativa_L.jpg,,Legume,Alfalfa~https://cosylab.iiitd.edu.in/flavordb/entity_details?id=496,496,
1318,limoncello,50,Cream,,,,Additive,Cream~https://cosylab.iiitd.edu.in/flavordb/entity_details?id=780,780,
1319,marmalade,50,Marmalade,https://en.wikipedia.org/wiki/Marmalade,https://upload.wikimedia.org/wikipedia/commons/thumb/3/30/Homemade_marmalade%2C_England.jpg/800px-Homemade_marmalade%2C_England.jpg,,Additive,Marmalade~https://cosylab.iiitd.edu.in/flavordb/entity_details?id=195,195,
1320,nam pla,50,Fish Sauce,https://en.wikipedia.org/wiki/Fish_sauce,https://upload.wikimedia.org/wikipedia/commons/f/fa/Fish_sauce.jpg,,Condiment,Fish~https://cosylab.iiitd.edu.in/flavordb/entity_details?id=151,151,
1322,spaghetti squash,50,Spaghetti Squash,https://en.wikipedia.org/wiki/Spaghetti_squash,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1e/Starr_070730-7822_Cucurbita_pepo.jpg/220px-Starr_070730-7822_Cucurbita_pepo.jpg,,Fruit,Butternut squash~https://cosylab.iiitd.edu.in/flavordb/entity_details?id=526,526,summer crookneck squash~https://cosylab.iiitd.edu.in/dietrx/get_food?food_id=Plant+ID%3A3663||crookneck winter squash~https://cosylab.iiitd.edu.in/dietrx/get_food?food_id=Plant+ID%3A3662||winter squash~https://cosylab.iiitd.edu.in/dietrx/get_food?food_id=Plant+ID%3A3661
1323,vanilla pudding,50,Vanilla Pudding,https://en.wikipedia.org/wiki/Pudding,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d6/Pudim_de_leite_de_Las_vegas.jpg/220px-Pudim_de_leite_de_Las_vegas.jpg,Dairy,Dish,Vanilla~https://cosylab.iiitd.edu.in/flavordb/entity_details?id=245,245,
1324,wheat spaghetti,50,Spaghetti,https://en.wikipedia.org/wiki/Spaghetti,https://upload.wikimedia.org/wikipedia/commons/thumb/9/92/Spaghettoni.jpg/250px-Spaghettoni.jpg,,Cereal,Pasta~https://cosylab.iiitd.edu.in/flavordb/entity_details?id=484,484,
1325,beef eye,49,Beef,,,,Meat,Beef~https://cosylab.iiitd.edu.in/flavordb/entity_details?id=270,270,
1326,brown rice flour,49,Flour,,,,Cereal,Rice~https://cosylab.iiitd.edu.in/flavordb/entity_details?id=670,670,
1327,cake,49,Cake,https://en.wikipedia.org/wiki/Cake,https://upload.wikimedia.org/wikipedia/commons/thumb/0/04/Pound_layer_cake.jpg/440px-Pound_layer_cake.jpg,,Dish,Cake~https://cosylab.iiitd.edu.in/flavordb/entity_details?id=768,768,
1328,cellophane noodle,49,Cellophane Noodle,https://en.wikipedia.org/wiki/Cellophane_noodles,https://upload.wikimedia.org/wikipedia/commons/thumb/9/90/Cooked_dangmyeon.jpg/440px-Cooked_dangmyeon.jpg,Cereal,Dish,Pasta~https://cosylab.iiitd.edu.in/flavordb/entity_details?id=484,484,
1329,focaccia bread,49,Focaccia,https://en.wikipedia.org/wiki/Focaccia,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e2/Focaccia_Genovese_02.jpg/220px-Focaccia_Genovese_02.jpg,,Bakery,Bread~https://cosylab.iiitd.edu.in/flavordb/entity_details?id=2,2,
1330,kumara,49,Kumara,https://en.wikipedia.org/wiki/Kumara_(plant),https://upload.wikimedia.org/wikipedia/commons/thumb/a/a4/Aloe_plicatilis_2006_06_09.jpg/220px-Aloe_plicatilis_2006_06_09.jpg,Vegetable-Tuber,Vegetable,Sweet Potato~https://cosylab.iiitd.edu.in/flavordb/entity_details?id=370,370,
1331,mustard oil,49,Mustard Oil,https://en.wikipedia.org/wiki/Mustard_oil,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e3/Mustard_Oil_%26_Seeds_-_Kolkata_2003-10-31_00537.JPG/220px-Mustard_Oil_%26_Seeds_-_Kolkata_2003-10-31_00537.JPG,,Plant,Mustard Oil~https://cosylab.iiitd.edu.in/flavordb/entity_details?id=317,317,ethiopian mustard~https://cosylab.iiitd.edu.in/dietrx/get_food?food_id=Plant+ID%3A52824||black mustard~https://cosylab.iiitd.edu.in/dietrx/get_food?food_id=Plant+ID%3A3710||brassica juncea root mustard group~https://cosylab.iiitd.edu.in/dietrx/get_food?food_id=Plant+ID%3A3707||yellow mustard~https://cosylab.iiitd.edu.in/dietrx/get_food?food_id=Plant+ID%3A3728||purple stem mustard~https://cosylab.iiitd.edu.in/dietrx/get_food?food_id=Plant+ID%3A3711
1332,nigella seed,49,Nigella Sativa,https://en.wikipedia.org/wiki/Nigella_sativa,https://upload.wikimedia.org/wikipedia/commons/thumb/5/53/Nsativa001Wien.jpg/220px-Nsativa001Wien.jpg,,Nuts and Seeds,Nigella~https://cosylab.iiitd.edu.in/flavordb/entity_details?id=392,392,niger seed~https://cosylab.iiitd.edu.in/dietrx/get_food?food_id=Plant+ID%3A4230||nigella sativa~https://cosylab.iiitd.edu.in/dietrx/get_food?food_id=Plant+ID%3A555479||nigella arvensi l~https://cosylab.iiitd.edu.in/dietrx/get_food?food_id=Plant+ID%3A342649
1333,peppermint extract,49,Peppermint,,,,Essential Oil,Peppermint~https://cosylab.iiitd.edu.in/flavordb/entity_details?id=350,350,
1334,pimento pepper,49,Pimiento,https://en.wikipedia.org/wiki/Pimiento,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4f/Cherry_peppers.jpg/220px-Cherry_peppers.jpg,,Condiment,Cherry Pepper~https://cosylab.iiitd.edu.in/flavordb/entity_details?id=363,363,sweet pepper~https://cosylab.iiitd.edu.in/dietrx/get_food?food_id=Plant+ID%3A4072||water pepper~https://cosylab.iiitd.edu.in/dietrx/get_food?food_id=Plant+ID%3A46901||hot pepper~https://cosylab.iiitd.edu.in/dietrx/get_food?food_id=Plant+ID%3A4073||mountain pepper~https://cosylab.iiitd.edu.in/dietrx/get_food?food_id=Plant+ID%3A155299||peruvian pepper~https://cosylab.iiitd.edu.in/dietrx/get_food?food_id=Plant+ID%3A33114||sichuan pepper~https://cosylab.iiitd.edu.in/dietrx/get_food?food_id=Plant+ID%3A328402||jamaica pepper~https://cosylab.iiitd.edu.in/dietrx/get_food?food_id=Plant+ID%3A375272||japanese pepper~https://cosylab.iiitd.edu.in/dietrx/get_food?food_id=Plant+ID%3A354529
1336,bulk pork sausage,48,Pork,https://en.wikipedia.org/wiki/Pork,https://upload.wikimedia.org/wikipedia/commons/thumb/4/49/Schweinebauch-2.jpg/220px-Schweinebauch-2.jpg,,Meat,Pork~https://cosylab.iiitd.edu.in/flavordb/entity_details?id=278,278,ham pork lard pig meat wild boar meat~https://cosylab.iiitd.edu.in/dietrx/get_food?food_id=MeatEgg+ID%3A9823
1337,dashi stock,48,Dashi,https://en.wikipedia.org/wiki/Dashi,https://upload.wikimedia.org/wikipedia/commons/thumb/1/19/Katsuobushi.jpg/500px-Katsuobushi.jpg,,Dish,Bonito Flakes~https://cosylab.iiitd.edu.in/flavordb/entity_details?id=148,148,
1339,greek olive,48,Olive,,,,Plant,Olive~https://cosylab.iiitd.edu.in/flavordb/entity_details?id=307,307,
1340,mushroom cap,48,Mushroom,https://en.wikipedia.org/wiki/Mushroom,https://upload.wikimedia.org/wikipedia/commons/f/ff/Champignons_Agaricus.jpg,,Fungi,Mushroom~https://cosylab.iiitd.edu.in/flavordb/entity_details?id=246,246,common mushroom~https://cosylab.iiitd.edu.in/dietrx/get_food?food_id=Plant+ID%3A5341||oyster mushroom~https://cosylab.iiitd.edu.in/dietrx/get_food?food_id=Plant+ID%3A5322
1341,nectarine,48,Peach,https://en.wikipedia.org/wiki/Peach,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9e/Autumn_Red_peaches.jpg/220px-Autumn_Red_peaches.jpg,Fruit,Fruit,Peach~https://cosylab.iiitd.edu.in/flavordb/entity_details?id=201,201,david peach~https://cosylab.iiitd.edu.in/dietrx/get_food?food_id=Plant+ID%3A151430||peach~https://cosylab.iiitd.edu.in/dietrx/get_food?food_id=Plant+ID%3A3760
1342,oriental sesame oil,48,Sesame Oil,https://en.wikipedia.org/wiki/Sesame_oil,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d9/SesameSeedOil.png/220px-SesameSeedOil.png,,Essential Oil,Sesame~https://cosylab.iiitd.edu.in/flavordb/entity_details?id=299,299,sesame~https://cosylab.iiitd.edu.in/dietrx/get_food?food_id=Plant+ID%3A4182
1343,scotch whisky,48,Whisky,,,Alcoholic Beverages,Beverage-Alcoholic,Whisky~https://cosylab.iiitd.edu.in/flavordb/entity_details?id=25,25,
1344,sparerib,48,Spare Ribs,https://en.wikipedia.org/wiki/Spare_ribs,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3e/Dimsumpaigui.jpg/450px-Dimsumpaigui.jpg,,Meat,Pig~https://cosylab.iiitd.edu.in/flavordb/entity_details?id=515,515,ham pork lard pig meat wild boar meat~https://cosylab.iiitd.edu.in/dietrx/get_food?food_id=MeatEgg+ID%3A9823
1345,szechwan pepper,48,Sichuan Pepper,https://en.wikipedia.org/wiki/Sichuan_pepper,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2f/Sechuan_pepper.jpg/220px-Sechuan_pepper.jpg,,Spice,Cherry Pepper~https://cosylab.iiitd.edu.in/flavordb/entity_details?id=363,363,water pepper~https://cosylab.iiitd.edu.in/dietrx/get_food?food_id=Plant+ID%3A46901||hot pepper~https://cosylab.iiitd.edu.in/dietrx/get_food?food_id=Plant+ID%3A4073||peruvian pepper~https://cosylab.iiitd.edu.in/dietrx/get_food?food_id=Plant+ID%3A33114||sichuan pepper~https://cosylab.iiitd.edu.in/dietrx/get_food?food_id=Plant+ID%3A328402||chilli pepper~https://cosylab.iiitd.edu.in/dietrx/get_food?food_id=Plant+ID%3A4072||jamaica pepper~https://cosylab.iiitd.edu.in/dietrx/get_food?food_id=Plant+ID%3A375272||japanese pepper~https://cosylab.iiitd.edu.in/dietrx/get_food?food_id=Plant+ID%3A354529
1346,vegemite,48,Vegemite,https://en.wikipedia.org/wiki/Vegemite,https://upload.wikimedia.org/wikipedia/commons/thumb/1/10/Vegemiteontoast_large.jpg/235px-Vegemiteontoast_large.jpg,,Condiment,Spread~https://cosylab.iiitd.edu.in/flavordb/entity_details?id=962,962,
1347,beef liver,47,Beef,https://en.wikipedia.org/wiki/Liver_(food),https://upload.wikimedia.org/wikipedia/commons/thumb/2/2f/Pig%27s_liver_with_sauteed_onion.jpg/440px-Pig%27s_liver_with_sauteed_onion.jpg,,Meat,Beef~https://cosylab.iiitd.edu.in/flavordb/entity_details?id=270,270,beef cow meat sirloin veal~https://cosylab.iiitd.edu.in/dietrx/get_food?food_id=MeatEgg+ID%3A9913
1348,beef stock cube,47,Beef Stock,https://en.wikipedia.org/wiki/Broth,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6f/Broth_hg.jpg/480px-Broth_hg.jpg,,Meat,Beef~https://cosylab.iiitd.edu.in/flavordb/entity_details?id=270,270,beef cow meat sirloin veal~https://cosylab.iiitd.edu.in/dietrx/get_food?food_id=MeatEgg+ID%3A9913
1349,brown mustard,47,Brown Mustard,https://en.wikipedia.org/wiki/Brassica_juncea,https://upload.wikimedia.org/wikipedia/commons/thumb/4/42/Brassica_juncea_-_K%C3%B6hler%E2%80%93s_Medizinal-Pflanzen-168.jpg/440px-Brassica_juncea_-_K%C3%B6hler%E2%80%93s_Medizinal-Pflanzen-168.jpg,,Vegetable,Mustard~https://cosylab.iiitd.edu.in/flavordb/entity_details?id=356,356,brown mustard~https://cosylab.iiitd.edu.in/dietrx/get_food?food_id=Plant+ID%3A3707||ethiopian mustard~https://cosylab.iiitd.edu.in/dietrx/get_food?food_id=Plant+ID%3A52824||black mustard~https://cosylab.iiitd.edu.in/dietrx/get_food?food_id=Plant+ID%3A3710||yellow mustard~https://cosylab.iiitd.edu.in/dietrx/get_food?food_id=Plant+ID%3A3728||purple stem mustard~https://cosylab.iiitd.edu.in/dietrx/get_food?food_id=Plant+ID%3A3711
1350,chili paste garlic,47,Chili Oil,https://en.wikipedia.org/wiki/Chili_oil,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b8/Chilioil.jpg/500px-Chilioil.jpg,,Plant Derivative,Chili~https://cosylab.iiitd.edu.in/flavordb/entity_details?id=833,833,chilli pepper~https://cosylab.iiitd.edu.in/dietrx/get_food?food_id=Plant+ID%3A4072||chili pepper~https://cosylab.iiitd.edu.in/dietrx/get_food?food_id=Plant+ID%3A4073
1351,chinese rice wine,47,Rice Wine,https://en.wikipedia.org/wiki/Rice_wine,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f8/Korean_rice_wine-Cheongju-Baekhwasubok-01.jpg/500px-Korean_rice_wine-Cheongju-Baekhwasubok-01.jpg,,Beverage-Alcoholic,Wine~https://cosylab.iiitd.edu.in/flavordb/entity_details?id=32,32,rice~https://cosylab.iiitd.edu.in/dietrx/get_food?food_id=Plant+ID%3A4530||common wild rice~https://cosylab.iiitd.edu.in/dietrx/get_food?food_id=Plant+ID%3A4529||rice bean~https://cosylab.iiitd.edu.in/dietrx/get_food?food_id=Plant+ID%3A87088
1352,crawfish tail,47,Crawfish,https://en.wikipedia.org/wiki/Crayfish_as_food,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1c/Dish_of_crawdads.jpg/560px-Dish_of_crawdads.jpg,,Seafood,Crawfish~https://cosylab.iiitd.edu.in/flavordb/entity_details?id=136,136,
1353,farmer cheese,47,Farmer Cheese,https://en.wikipedia.org/wiki/Farmer_cheese,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3e/Farmer_Cheese.jpeg/440px-Farmer_Cheese.jpeg,,Dairy,Cheese~https://cosylab.iiitd.edu.in/flavordb/entity_details?id=62,62,blue cheese~https://cosylab.iiitd.edu.in/dietrx/get_food?food_id=Dairy+ID%3A24||camembert cheese~https://cosylab.iiitd.edu.in/dietrx/get_food?food_id=Dairy+ID%3A25||||sheep cheese~https://cosylab.iiitd.edu.in/dietrx/get_food?food_id=Dairy+ID%3A46||feta cheese~https://cosylab.iiitd.edu.in/dietrx/get_food?food_id=Dairy+ID%3A34||cheddar cheese~https://cosylab.iiitd.edu.in/dietrx/get_food?food_id=Dairy+ID%3A26||gruyere cheese~https://cosylab.iiitd.edu.in/dietrx/get_food?food_id=Dairy+ID%3A36||cheese~https://cosylab.iiitd.edu.in/dietrx/get_food?food_id=Dairy+ID%3A1||ricotta cheese~https://cosylab.iiitd.edu.in/dietrx/get_food?food_id=Dairy+ID%3A42||goat cheese~https://cosylab.iiitd.edu.in/dietrx/get_food?food_id=Dairy+ID%3A35||cottage cheese~https://cosylab.iiitd.edu.in/dietrx/get_food?food_id=Dairy+ID%3A28||cream cheese~https://cosylab.iiitd.edu.in/dietrx/get_food?food_id=Dairy+ID%3A30
1354,fine salt,47,Salt,https://en.wikipedia.org/wiki/Salt,https://upload.wikimedia.org/wikipedia/commons/thumb/0/07/Comparison_of_Table_Salt_with_Kitchen_Salt.png/220px-Comparison_of_Table_Salt_with_Kitchen_Salt.png,,Additive,Salt~https://cosylab.iiitd.edu.in/flavordb/entity_details?id=778,778,
1355,head broccoli,47,Broccoli,https://en.wikipedia.org/wiki/Broccoli,https://upload.wikimedia.org/wikipedia/commons/thumb/0/03/Broccoli_and_cross_section_edit.jpg/220px-Broccoli_and_cross_section_edit.jpg,,Flower,Broccoli~https://cosylab.iiitd.edu.in/flavordb/entity_details?id=351,351,broccoli~https://cosylab.iiitd.edu.in/dietrx/get_food?food_id=Plant+ID%3A3712||broccoli raab~https://cosylab.iiitd.edu.in/dietrx/get_food?food_id=Plant+ID%3A1204434
1356,masa harina flour,47,Masa,https://en.wikipedia.org/wiki/Masa,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3b/Masa_de_tortillas.jpg/90px-Masa_de_tortillas.jpg,,Maize,Corn~https://cosylab.iiitd.edu.in/flavordb/entity_details?id=56,56,corn~https://cosylab.iiitd.edu.in/dietrx/get_food?food_id=Plant+ID%3A4577||corn cockle~https://cosylab.iiitd.edu.in/dietrx/get_food?food_id=Plant+ID%3A39848
1357,no salt tomato sauce,47,Tomato Sauce,https://en.wikipedia.org/wiki/Tomato_sauce,https://upload.wikimedia.org/wikipedia/commons/thumb/3/31/Bacalao_en_salsa_de_Tomate.JPG/250px-Bacalao_en_salsa_de_Tomate.JPG,Condiment-Sauce,Condiment,Tomato~https://cosylab.iiitd.edu.in/flavordb/entity_details?id=364,364,tomato~https://cosylab.iiitd.edu.in/dietrx/get_food?food_id=Plant+ID%3A4081||tree tomato~https://cosylab.iiitd.edu.in/dietrx/get_food?food_id=Plant+ID%3A45843
1358,potato flour,47,Potato Starch,https://en.wikipedia.org/wiki/Potato_starch,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0d/Potato_flour2.jpg/210px-Potato_flour2.jpg,Vegetable-Tuber,Vegetable,Potato~https://cosylab.iiitd.edu.in/flavordb/entity_details?id=373,373,potato~https://cosylab.iiitd.edu.in/dietrx/get_food?food_id=Plant+ID%3A4113||potato yam~https://cosylab.iiitd.edu.in/dietrx/get_food?food_id=Plant+ID%3A35874||duck potato~https://cosylab.iiitd.edu.in/dietrx/get_food?food_id=Plant+ID%3A15008||sweet potato~https://cosylab.iiitd.edu.in/dietrx/get_food?food_id=Plant+ID%3A4120||potato bean~https://cosylab.iiitd.edu.in/dietrx/get_food?food_id=Plant+ID%3A109171
1359,ranch bean,47,Bean,NF,NF,,Legume,Beans~https://cosylab.iiitd.edu.in/flavordb/entity_details?id=284,284,
1360,rock salt,47,Salt,https://en.wikipedia.org/wiki/Salt,https://upload.wikimedia.org/wikipedia/commons/thumb/0/07/Comparison_of_Table_Salt_with_Kitchen_Salt.png/220px-Comparison_of_Table_Salt_with_Kitchen_Salt.png,,Additive,Salt~https://cosylab.iiitd.edu.in/flavordb/entity_details?id=778,778,
1361,spicy brown mustard,47,Spicy Brown Mustard,https://en.wikipedia.org/wiki/Mustard_(condiment)#Spicy_brown/deli-style_mustard,https://upload.wikimedia.org/wikipedia/commons/thumb/7/76/Senf-Variationen_edit2.jpg/300px-Senf-Variationen_edit2.jpg,,Condiment,Mustard~https://cosylab.iiitd.edu.in/flavordb/entity_details?id=356,356,brown mustard~https://cosylab.iiitd.edu.in/dietrx/get_food?food_id=Plant+ID%3A3707||ethiopian mustard~https://cosylab.iiitd.edu.in/dietrx/get_food?food_id=Plant+ID%3A52824||black mustard~https://cosylab.iiitd.edu.in/dietrx/get_food?food_id=Plant+ID%3A3710||yellow mustard~https://cosylab.iiitd.edu.in/dietrx/get_food?food_id=Plant+ID%3A3728||purple stem mustard~https://cosylab.iiitd.edu.in/dietrx/get_food?food_id=Plant+ID%3A3711
1363,straw mushroom,47,Straw Mushroom,https://en.wikipedia.org/wiki/Volvariella_volvacea,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fc/StrawMushroom.jpg/220px-StrawMushroom.jpg,,Fungi,Mushroom~https://cosylab.iiitd.edu.in/flavordb/entity_details?id=246,246,common mushroom~https://cosylab.iiitd.edu.in/dietrx/get_food?food_id=Plant+ID%3A5341||florida oyster mushroom~https://cosylab.iiitd.edu.in/dietrx/get_food?food_id=Plant+ID%3A5322
1364,tap water,47,Water,https://en.wikipedia.org/wiki/Fresh_Water,https://upload.wikimedia.org/wikipedia/commons/5/5e/Amazonas%2C_Iquitos_-_Leticia%2C_Kolumbien_%2811472506936%29.jpg,,Additive,Water~https://cosylab.iiitd.edu.in/flavordb/entity_details?id=794,794,
1365,venison,47,Venison,https://en.wikipedia.org/wiki/Venison,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3d/Venison_escalope_raw.jpg/220px-Venison_escalope_raw.jpg,,Meat,Deer~https://cosylab.iiitd.edu.in/flavordb/entity_details?id=686,686,
1367,banana liqueur,46,Banana Liqueur,https://en.wikipedia.org/wiki/Cr%C3%A8me_de_banane,NF,,Beverage-Alcoholic,Banana~https://cosylab.iiitd.edu.in/flavordb/entity_details?id=167,167,banana~https://cosylab.iiitd.edu.in/dietrx/get_food?food_id=Plant+ID%3A89151||dwarf banana~https://cosylab.iiitd.edu.in/dietrx/get_food?food_id=Plant+ID%3A4641||balbi banana~https://cosylab.iiitd.edu.in/dietrx/get_food?food_id=Plant+ID%3A52838
1368,champagne vinegar,46,Vinegar,https://en.wikipedia.org/wiki/Vinegar,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7e/Balsamico-1.jpg/250px-Balsamico-1.jpg,,Plant Derivative,Vinegar~https://cosylab.iiitd.edu.in/flavordb/entity_details?id=322,322,
1369,chocolate baking square,46,White Chocolate,https://en.wikipedia.org/wiki/White_chocolate,https://upload.wikimedia.org/wikipedia/commons/thumb/4/47/Chopped_white_chocolate_chunks.jpg/250px-Chopped_white_chocolate_chunks.jpg,,Plant Derivative,Chocolate~https://cosylab.iiitd.edu.in/flavordb/entity_details?id=817,817,chocolate~https://cosylab.iiitd.edu.in/dietrx/get_food?food_id=Plant+ID%3A3641
1370,chocolate ice cream,46,Chocolate Ice Cream,https://en.wikipedia.org/wiki/Chocolate_ice_cream,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ea/Ice_cream_cone_%28cropped%29.jpg/440px-Ice_cream_cone_%28cropped%29.jpg,dairy,Dish,Ice cream~https://cosylab.iiitd.edu.in/flavordb/entity_details?id=763,763,water pepper~https://cosylab.iiitd.edu.in/dietrx/get_food?food_id=Plant+ID%3A46901||water chestnut~https://cosylab.iiitd.edu.in/dietrx/get_food?food_id=Plant+ID%3A22666||water hyacinth~https://cosylab.iiitd.edu.in/dietrx/get_food?food_id=Plant+ID%3A44947||water oak~https://cosylab.iiitd.edu.in/dietrx/get_food?food_id=Plant+ID%3A262615||european water clover~https://cosylab.iiitd.edu.in/dietrx/get_food?food_id=Plant+ID%3A13816||water carpet~https://cosylab.iiitd.edu.in/dietrx/get_food?food_id=Plant+ID%3A36749||pygmy water lily~https://cosylab.iiitd.edu.in/dietrx/get_food?food_id=Plant+ID%3A126639||yellow water lily~https://cosylab.iiitd.edu.in/dietrx/get_food?food_id=Plant+ID%3A77113||white water lily~https://cosylab.iiitd.edu.in/dietrx/get_food?food_id=Plant+ID%3A34301||water speedwell~https://cosylab.iiitd.edu.in/dietrx/get_food?food_id=Plant+ID%3A74693||chinese water chestnut~https://cosylab.iiitd.edu.in/dietrx/get_food?food_id=Plant+ID%3A110284||water mint~https://cosylab.iiitd.edu.in/dietrx/get_food?food_id=Plant+ID%3A190902||american white water lily~https://cosylab.iiitd.edu.in/dietrx/get_food?food_id=Plant+ID%3A4419||great water dock grin~https://cosylab.iiitd.edu.in/dietrx/get_food?food_id=Plant+ID%3A1155356
1371,duck breast,46,Duck,https://en.wikipedia.org/wiki/Duck_as_food,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5c/Braised_duck_teochew.jpg/440px-Braised_duck_teochew.jpg,,Meat,Wild duck~https://cosylab.iiitd.edu.in/flavordb/entity_details?id=551,551,
1372,glutinous rice,46,Glutinous Rice,https://en.wikipedia.org/wiki/Glutinous_rice,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a1/2014_uncooked_Thai_glutinous_rice.jpg/200px-2014_uncooked_Thai_glutinous_rice.jpg,,Cereal,Rice~https://cosylab.iiitd.edu.in/flavordb/entity_details?id=55,55,rice~https://cosylab.iiitd.edu.in/dietrx/get_food?food_id=Plant+ID%3A4530||common wild rice~https://cosylab.iiitd.edu.in/dietrx/get_food?food_id=Plant+ID%3A4529||rice bean~https://cosylab.iiitd.edu.in/dietrx/get_food?food_id=Plant+ID%3A87088
